customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,contract_encoded,contract_risk_score,has_internet,is_fiber,is_dsl,payment_Bank transfer (automatic),payment_Credit card (automatic),payment_Electronic check,payment_Mailed check,is_auto_payment,is_electronic_check,OnlineSecurity_binary,OnlineBackup_binary,DeviceProtection_binary,TechSupport_binary,StreamingTV_binary,StreamingMovies_binary,MultipleLines_binary,tenure_group,tenure_group_encoded,is_new_customer,price_segment,price_segment_encoded,is_high_price,TotalCharges_log,avg_monthly_spend,total_services,security_services_count,entertainment_services_count,has_any_services,is_fully_engaged,has_security_bundle,has_premium_protection,has_security_gap,has_partial_security,is_likely_household,family_size_indicator,is_heavy_streaming,projected_24m_value,revenue_per_month,loyalty_value_score,mtm_new_customer,mtm_mid_tenure,long_contract_loyal,fiber_mtm_risk,fiber_long_contract,high_price_no_services,high_price_full_services,new_customer_high_price,echeck_no_autopay,paperless_no_autopay,senior_no_support,single_minimal_services,is_flight_risk,is_value_at_risk,needs_retention,upsell_opportunity,premium_retention_target
1728-CXQBE,1,1,1,0,64,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.25,6081.4,0,0,2,1,1,0,False,False,True,False,0,1,0,1,1,0,0,1,1,37m+,3,0,high,2,1,8.713154633914227,93.56,3,2,1,1,0,0,0,0,1,1,1,0,2262.0,95.021875,5987.84,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
7041-TXQJH,0,0,0,0,37,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.2,1478.85,0,0,2,1,0,1,False,True,False,False,1,0,0,0,1,0,0,1,0,37m+,3,0,medium,1,0,7.299696010270414,38.91710526315789,2,1,1,1,0,0,0,0,1,0,0,0,964.8000000000001,39.96891891891892,1439.932894736842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5014-GSOUQ,1,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,243.65,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.499828617735132,17.40357142857143,0,0,0,0,0,0,0,0,0,0,0,0,478.79999999999995,18.742307692307694,226.24642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5724-BIDBU,1,0,1,0,49,1,Yes,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,55.35,2633.95,0,1,1,1,0,1,False,False,True,False,0,1,1,0,0,0,0,0,1,37m+,3,0,medium,1,0,7.87661948546336,52.679,1,1,0,1,0,0,0,0,1,1,1,0,1328.4,53.754081632653055,2581.271,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0481-SUMCB,0,1,0,0,45,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),102.15,4735.35,0,1,1,1,1,0,True,False,False,False,1,0,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.463022075860248,102.94239130434784,3,1,2,1,0,0,0,0,1,0,0,1,2451.6000000000004,105.23,4632.407608695653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1769-GRUIK,0,0,0,0,18,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.1,1247.75,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,13-24m,1,0,high,2,1,7.129898329962764,65.67105263157895,0,0,0,0,0,0,0,1,0,0,0,0,1706.3999999999999,69.31944444444444,1182.078947368421,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
5240-IJOQT,1,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,1,0-12m,0,1,high,2,1,4.326778160443404,37.35,0,0,0,0,0,0,0,1,0,0,0,0,1792.8000000000002,74.7,37.35,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0
8819-WFGGJ,1,0,1,0,68,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),54.1,3794.5,0,2,0,1,0,1,True,False,False,False,1,0,1,0,1,0,1,1,0,37m+,3,0,medium,1,0,8.241571433456823,54.992753623188406,4,2,2,1,0,0,0,0,1,1,1,1,1298.4,55.8014705882353,3739.5072463768115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7427-AUFPY,1,0,0,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,1008.7,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.917408536010275,18.34,0,0,0,0,0,0,0,0,0,0,0,0,471.59999999999997,18.67962962962963,990.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2811-POVEX,0,1,1,1,23,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),88.45,2130.55,0,0,2,1,1,0,True,False,False,False,1,0,0,1,1,0,0,1,0,13-24m,1,0,high,2,1,7.664604693589064,88.77291666666667,3,2,1,1,0,0,0,0,1,1,2,0,2122.8,92.63260869565218,2041.7770833333334,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1092-GANHU,1,0,0,0,17,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,76.65,1313.55,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,0,0,13-24m,1,0,high,2,1,7.181249680723068,72.975,1,1,0,1,0,0,0,0,1,0,0,0,1839.6000000000001,77.26764705882353,1240.5749999999998,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
7898-PDWQE,1,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),80.4,5727.15,0,2,0,1,0,1,False,True,False,False,1,0,1,1,1,1,0,1,1,37m+,3,0,high,2,1,8.653147895448441,79.54374999999999,5,4,1,1,0,1,1,0,0,1,1,0,1929.6000000000001,80.66408450704225,5647.606249999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9972-EWRJS,0,0,1,1,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.25,1372.9,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.225408689929902,20.189705882352943,0,0,0,0,0,0,0,0,0,1,2,0,462.0,20.491044776119406,1352.7102941176472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9314-IJWSQ,0,0,1,1,14,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.8,1203.9,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,0,1,13-24m,1,0,high,2,1,7.094151854929231,80.26,1,0,1,1,0,0,0,1,0,1,2,0,2035.1999999999998,85.99285714285715,1123.64,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
0661-XEYAN,0,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.8,25.8,1,0,2,1,0,1,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.288401887516811,12.9,0,0,0,0,0,0,0,1,0,0,0,0,619.2,25.8,12.9,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5799-JRCZO,0,0,0,1,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1215.1,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.103404295986953,18.9859375,0,0,0,0,0,0,0,0,0,1,1,0,468.0,19.287301587301585,1196.1140624999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1921-KYSAY,0,0,0,0,41,1,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,1,Electronic check,68.6,2877.05,0,1,1,1,0,1,False,False,True,False,0,1,0,0,1,1,0,1,1,37m+,3,0,medium,1,0,7.964868260472218,68.50119047619049,3,2,1,1,0,0,0,0,1,0,0,0,1646.3999999999999,70.1719512195122,2808.54880952381,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6198-RTPMF,0,0,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,92.6,1579.7,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,1,13-24m,1,0,high,2,1,7.36562306588335,87.76111111111112,2,0,2,1,0,0,0,1,0,1,1,1,2222.3999999999996,92.9235294117647,1491.938888888889,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2924-KHUVI,1,0,1,0,56,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.55,5514.95,0,1,1,1,1,0,False,False,True,False,0,1,1,0,0,0,1,1,1,37m+,3,0,high,2,1,8.615399174332588,96.75350877192982,3,1,2,1,0,0,0,0,1,1,1,1,2413.2,98.48125,5418.19649122807,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1925-GMVBW,0,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.55,96.1,0,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,4.575741375297279,16.016666666666666,0,0,0,0,0,0,0,0,0,0,0,0,493.20000000000005,19.22,80.08333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7881-EVUAD,0,0,0,0,2,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,42.6,72.4,1,0,2,1,0,1,False,False,True,False,0,1,1,1,0,0,0,1,0,0-12m,0,1,medium,1,0,4.29592393562047,24.133333333333336,3,2,1,1,0,1,0,0,1,0,0,0,1022.4000000000001,36.2,48.26666666666667,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
6184-DYUOB,0,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.6,55.25,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,4.029806041084529,13.8125,0,0,0,0,0,0,0,0,0,1,1,0,470.40000000000003,18.416666666666668,41.4375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9207-ZPANB,1,0,0,0,37,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Electronic check,67.45,2443.3,0,1,1,1,0,1,False,False,True,False,0,1,1,1,1,1,0,0,1,37m+,3,0,medium,1,0,7.801514062349206,64.29736842105264,4,4,0,1,0,1,1,0,0,0,0,0,1618.8000000000002,66.03513513513514,2379.002631578948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5766-XQXMQ,0,0,0,0,29,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),68.85,1970.5,1,0,2,1,0,1,True,False,False,False,1,0,1,1,1,0,0,1,0,25-36m,2,0,medium,1,0,7.5865499533176814,65.68333333333334,4,3,1,1,0,1,0,0,0,0,0,0,1652.3999999999999,67.94827586206897,1904.8166666666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9327-QSDED,1,0,0,0,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.55,335.4,0,0,2,1,0,1,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,5.818300928098793,37.266666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1045.1999999999998,41.925,298.1333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1656-DRSMG,0,0,0,0,63,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.85,7002.95,0,0,2,1,1,0,False,True,False,False,1,0,0,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.85422955460242,109.42109375,5,3,2,1,0,0,0,0,0,0,0,1,2636.3999999999996,111.15793650793651,6893.52890625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3012-VFFMN,0,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,158.95,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.074861266395527,19.86875,0,0,0,0,0,0,0,0,0,1,2,0,495.59999999999997,22.707142857142856,139.08124999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984-AFWNC,0,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.4,293.15,0,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,1,1,0,0-12m,0,1,high,2,1,5.684089841310465,73.2875,3,1,2,1,0,0,0,0,1,0,0,1,2289.6000000000004,97.71666666666665,219.86249999999998,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0640-YJTPY,1,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1493.75,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.309714247761014,20.46232876712329,0,0,0,0,0,0,0,0,0,1,2,0,504.0,20.74652777777778,1473.2876712328768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8096-LOIST,0,0,0,0,19,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,56.2,1093.4,0,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,0,1,0,13-24m,1,0,medium,1,0,6.997961546868286,54.67,1,0,1,1,0,0,0,1,0,0,0,0,1348.8000000000002,57.54736842105264,1038.73,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
9764-REAFF,0,0,1,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),18.4,1057.85,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.964938692509591,17.63083333333333,0,0,0,0,0,0,0,0,0,1,1,0,441.59999999999997,17.92966101694915,1040.2191666666665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3703-VAVCL,1,0,1,1,2,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),90.0,190.05,1,0,2,1,1,0,False,True,False,False,1,0,0,0,1,1,0,1,0,0-12m,0,1,high,2,1,5.252535173892909,63.35,3,2,1,1,0,0,0,0,1,1,2,0,2160.0,95.025,126.7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7107-UBYKY,0,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.75,882.55,0,0,2,0,0,0,False,False,True,False,0,1,0,0,0,0,0,0,1,25-36m,2,0,low,0,0,6.783947883254065,24.515277777777776,0,0,0,0,0,0,0,0,0,1,2,0,618.0,25.215714285714284,858.0347222222222,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
4881-GQJTW,1,0,0,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.6,300.4,0,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.708438286192395,20.026666666666664,0,0,0,0,0,0,0,0,0,0,0,0,470.40000000000003,21.457142857142856,280.3733333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8519-QJGJD,0,0,0,0,14,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.35,1025.95,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,0,0,13-24m,1,0,high,2,1,6.934348523251658,68.39666666666668,1,1,0,1,0,0,0,0,1,0,0,0,1808.3999999999999,73.28214285714286,957.5533333333335,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7876-DNYAP,0,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,1436.95,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.27097376716188,20.527857142857144,0,0,0,0,0,0,0,0,0,1,2,0,475.20000000000005,20.82536231884058,1416.422142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7905-NJMXS,1,1,1,0,7,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,64.2,475.0,0,0,2,1,0,1,False,False,True,False,0,1,1,1,0,1,0,0,1,0-12m,0,1,medium,1,0,6.16541785423142,59.375,3,3,0,1,0,1,0,0,0,1,1,0,1540.8000000000002,67.85714285714286,415.625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2882-WDTBA,1,0,1,1,69,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.75,5388.15,0,2,0,1,0,1,True,False,False,False,1,0,1,1,1,1,1,0,0,37m+,3,0,high,2,1,8.592142952023764,76.97357142857142,5,4,1,1,0,1,1,0,0,1,2,0,1818.0,78.0891304347826,5311.176428571428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2091-GPPIQ,0,0,1,1,72,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,78.95,5730.15,0,2,0,1,0,1,False,False,True,False,0,1,0,1,0,1,1,1,1,37m+,3,0,high,2,1,8.653671487651899,78.49520547945205,4,2,2,1,0,0,0,0,1,1,2,1,1894.8000000000002,79.58541666666666,5651.6547945205475,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6326-MTTXK,1,0,0,0,8,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,100.85,819.55,1,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,1,1,1,0-12m,0,1,high,2,1,6.709974847125637,91.0611111111111,3,1,2,1,0,0,0,0,1,0,0,1,2420.3999999999996,102.44375,728.4888888888888,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5071-FBJFS,0,0,1,1,4,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.3,217.1,0,0,2,1,0,1,False,False,True,False,0,1,1,0,0,0,0,0,0,0-12m,0,1,medium,1,0,5.384953673207583,43.42,1,1,0,1,0,0,0,0,1,1,2,0,1207.1999999999998,54.275,173.68,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2796-UUZZO,1,0,1,1,63,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.3,4896.35,0,0,2,1,1,0,False,True,False,False,1,0,0,1,1,0,0,0,0,37m+,3,0,high,2,1,8.49644952147829,76.50546875,2,2,0,1,0,0,0,0,1,1,2,0,1927.1999999999998,77.71984126984128,4819.844531250001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2429-AYKKO,1,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1434.1,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.268989812176886,19.64520547945205,0,0,0,0,0,0,0,0,0,0,0,0,476.40000000000003,19.918055555555554,1414.4547945205475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9798-OPFEM,0,0,0,0,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,21.1,937.1,0,2,0,0,0,0,False,False,True,False,0,1,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.843856553131905,19.938297872340424,0,0,0,0,0,0,0,0,0,0,0,0,506.40000000000003,20.371739130434783,917.1617021276595,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0330-IVZHA,0,0,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,330.15,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,5.802571444930988,55.025,0,0,0,0,0,0,0,1,0,1,1,0,1678.8000000000002,66.03,275.125,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3794-NFNCH,1,0,1,0,30,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.0,1474.9,0,0,2,1,0,1,False,False,False,True,0,0,0,0,1,0,0,0,0,25-36m,2,0,medium,1,0,7.29702325218773,47.57741935483871,1,1,0,1,0,0,0,0,1,1,1,0,1200.0,49.163333333333334,1427.3225806451612,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5193-QLVZB,1,0,0,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),104.75,6536.5,0,2,0,1,1,0,True,False,False,False,1,0,0,1,1,0,1,1,1,37m+,3,0,high,2,1,8.785310108373178,102.1328125,4,2,2,1,0,0,0,0,1,0,0,1,2514.0,103.75396825396825,6434.3671875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7114-AEOZE,0,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1128.1,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.029176134186477,18.49344262295082,0,0,0,0,0,0,0,0,0,0,0,0,476.40000000000003,18.801666666666666,1109.6065573770493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2886-KEFUM,0,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.5,6873.75,1,1,1,1,1,0,False,False,True,False,0,1,0,1,1,0,1,1,1,37m+,3,0,premium,3,1,8.835610558237235,107.40234375,4,2,2,1,0,0,0,0,1,1,1,1,2580.0,109.10714285714286,6766.34765625,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5522-NYKPB,1,0,1,1,25,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,85.9,2199.05,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,1,1,0,0,25-36m,2,0,high,2,1,7.696235366360874,84.57884615384616,2,1,1,1,0,0,0,0,1,1,2,0,2061.6000000000004,87.962,2114.471153846154,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
4237-RLAQD,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,1,0,2,1,0,1,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,3.846951008684431,22.925,0,0,0,0,0,0,0,1,0,0,0,0,1100.4,45.85,22.925,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9957-YODKZ,1,1,1,0,6,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.8,457.1,0,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,0,1,0-12m,0,1,high,2,1,6.127087500892697,65.3,1,1,0,1,0,0,0,0,1,1,1,0,1939.1999999999998,76.18333333333334,391.79999999999995,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
6518-KZXCB,1,0,0,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,566.5,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,1,13-24m,1,0,low,0,0,6.341240749355558,24.630434782608692,0,0,0,0,0,0,0,0,0,0,0,0,606.0,25.75,541.8695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245-ADZFJ,0,0,1,1,31,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),80.55,2471.6,0,2,0,1,0,1,True,False,False,False,1,0,0,1,0,1,1,1,1,25-36m,2,0,high,2,1,7.813025507572827,77.2375,4,2,2,1,0,0,0,0,1,1,2,1,1933.1999999999998,79.7290322580645,2394.3624999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776-QGYJC,0,0,1,1,39,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),81.5,3107.3,0,0,2,1,1,0,True,False,False,False,1,0,0,0,1,1,0,0,0,37m+,3,0,high,2,1,8.041831231925816,77.6825,2,2,0,1,0,0,0,0,1,1,2,0,1956.0,79.67435897435898,3029.6175000000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9313-QOLTZ,1,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,518.3,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.252481750850273,19.196296296296296,0,0,0,0,0,0,0,0,0,0,0,0,501.59999999999997,19.934615384615384,499.1037037037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9651-GTSAQ,0,0,1,0,53,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,5769.75,1,1,1,1,1,0,True,False,False,False,1,0,1,1,1,0,1,1,0,37m+,3,0,premium,3,1,8.660557333724107,106.84722222222224,5,3,2,1,0,1,0,0,0,1,1,1,2546.3999999999996,108.86320754716981,5662.902777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186-BAXNB,0,0,0,0,1,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,91.7,91.7,1,0,2,1,1,0,False,False,True,False,0,1,0,1,0,1,1,0,0,0-12m,0,1,high,2,1,4.529368472571809,45.85,3,2,1,1,0,0,0,0,1,0,0,0,2200.8,91.7,45.85,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
4672-FOTSD,1,0,0,0,12,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,67.25,832.3,0,0,2,1,0,1,False,False,True,False,0,1,1,1,0,1,0,0,1,0-12m,0,1,medium,1,0,6.725393721388161,64.02307692307691,3,3,0,1,0,1,0,0,0,0,0,0,1614.0,69.35833333333333,768.2769230769229,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
0637-YLETY,0,0,0,0,16,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),95.6,1555.65,1,0,2,1,1,0,False,True,False,False,1,0,0,1,1,0,0,1,1,13-24m,1,0,high,2,1,7.350291355299401,91.50882352941176,3,2,1,1,0,0,0,0,1,0,0,0,2294.3999999999996,97.228125,1464.141176470588,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
