customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,contract_encoded,contract_risk_score,has_internet,is_fiber,is_dsl,payment_Bank transfer (automatic),payment_Credit card (automatic),payment_Electronic check,payment_Mailed check,is_auto_payment,is_electronic_check,OnlineSecurity_binary,OnlineBackup_binary,DeviceProtection_binary,TechSupport_binary,StreamingTV_binary,StreamingMovies_binary,MultipleLines_binary,tenure_group,tenure_group_encoded,is_new_customer,price_segment,price_segment_encoded,is_high_price,TotalCharges_log,avg_monthly_spend
3863-IUBJR,1,0,1,1,12,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),53.65,696.35,1,1,1,1,0,1,False,True,False,False,1,0,0,0,0,0,0,1,0,0-12m,0,1,medium,1,0,6.547287436804703,53.565384615384616
7649-SIJJF,1,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,80.1,5585.4,0,2,0,1,0,1,False,False,False,True,0,0,1,1,1,1,0,1,1,37m+,3,0,high,2,1,8.628090351531826,77.57499999999999
9361-YNQWJ,0,0,0,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.4,1601.2,0,1,1,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.379132963781016,24.633846153846154
3748-FVMZZ,1,0,0,0,4,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.05,162.45,0,0,2,1,0,1,False,False,True,False,0,1,0,0,0,1,0,1,0,0-12m,0,1,medium,1,0,5.09650713317022,32.489999999999995
9391-TTOYH,0,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,470.2,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,6.155282632337377,19.591666666666665
1452-XRSJV,0,0,1,1,39,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.05,2066.0,0,0,2,1,0,1,False,True,False,False,1,0,1,0,0,0,0,0,0,37m+,3,0,medium,1,0,7.633853559681768,51.65
3422-WJOYD,1,0,1,0,28,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,54.35,1426.45,0,1,1,1,0,1,False,False,False,True,0,0,1,0,0,1,0,0,0,25-36m,2,0,medium,1,0,7.2636449146470285,49.18793103448276
8242-SOQUO,0,1,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.7,392.5,0,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,1,0,0,0-12m,0,1,high,2,1,5.975081067857458,65.41666666666667
7460-ITWWP,0,1,1,0,45,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,86.1,3861.45,0,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,1,0,37m+,3,0,high,2,1,8.259056976138394,83.9445652173913
7147-AYBAA,1,0,0,0,37,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.35,2552.9,0,0,2,1,1,0,False,False,False,True,0,0,0,0,0,0,0,0,0,37m+,3,0,high,2,1,7.8453768815581215,67.18157894736842
7868-TMWMZ,0,1,1,0,60,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,6668.35,0,2,0,1,1,0,True,False,False,False,1,0,1,1,1,1,1,1,0,37m+,3,0,premium,3,1,8.805277682886622,109.31721311475411
4822-RVYBB,1,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,819.4,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,1,0-12m,0,1,high,2,1,6.709792026198225,91.04444444444444
6732-FZUGP,0,0,0,0,47,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Credit card (automatic),94.9,4615.25,0,1,1,1,1,0,False,True,False,False,1,0,1,0,1,0,1,0,1,37m+,3,0,high,2,1,8.437337966166773,96.15104166666667
8436-BJUMM,1,0,1,1,26,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,83.75,2070.6,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,0,1,25-36m,2,0,high,2,1,7.636076534549736,76.68888888888888
4184-TJFAN,0,1,1,1,3,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,88.3,273.75,1,0,2,1,1,0,False,False,False,True,0,0,1,0,0,1,1,0,0,0-12m,0,1,high,2,1,5.61586159328373,68.4375
8329-GWVPJ,0,0,1,1,50,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,0,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,medium,1,0,8.177150588616483,69.75882352941176
1352-VHKAJ,1,0,1,1,27,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),71.6,1957.1,0,0,2,1,0,1,True,False,False,False,1,0,0,0,0,1,1,1,1,25-36m,2,0,high,2,1,7.579729894309281,69.89642857142857
4145-UQXUQ,0,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.1,729.95,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,0,0-12m,0,1,high,2,1,6.594345057957625,81.10555555555555
2632-TACXW,0,0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.65,1416.75,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.256826386894137,22.488095238095237
8146-QQKZH,0,0,1,0,71,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.85,5924.4,0,2,0,1,0,1,True,False,False,False,1,0,1,0,1,1,1,1,0,37m+,3,0,high,2,1,8.687003474273121,82.28333333333333
1767-CJKBA,1,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,1697.7,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.437618531625265,25.338805970149256
6445-TNRXS,1,0,1,1,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.7,7849.85,0,2,0,1,1,0,True,False,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.968377085169347,113.7659420289855
4581-LNWUM,0,0,0,0,13,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,49.15,649.4,0,0,2,1,0,1,False,False,True,False,0,1,0,0,1,0,1,1,0,13-24m,1,0,medium,1,0,6.4775875582336,46.385714285714286
4869-EPIUS,1,0,1,0,56,1,No,Fiber optic,No,No,No,No,No,Yes,One year,1,Electronic check,80.9,4557.5,0,1,1,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,0,37m+,3,0,high,2,1,8.424748901024957,79.95614035087719
9948-YPTDG,1,0,1,0,38,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,3013.05,1,0,2,1,1,0,False,False,True,False,0,1,1,1,0,0,0,0,0,37m+,3,0,high,2,1,8.011039968299007,77.25769230769231
1236-WFCDV,1,1,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),90.45,1266.1,1,0,2,1,1,0,False,True,False,False,1,0,0,0,0,0,1,1,0,13-24m,1,0,high,2,1,7.144486103804862,84.40666666666667
1915-OAKWD,0,0,0,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.3,360.35,0,1,1,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.88984701772899,21.197058823529414
7296-PIXQY,0,0,1,1,14,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.2,1046.5,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,13-24m,1,0,high,2,1,6.9541616517962925,69.76666666666667
4883-QICIH,1,0,1,1,32,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,0,0,0,25-36m,2,0,medium,1,0,7.76170241244579,71.14848484848486
3354-OADJP,0,0,0,0,8,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.25,447.75,0,1,1,1,0,1,True,False,False,False,1,0,1,0,0,1,0,0,0,0-12m,0,1,medium,1,0,6.106465939802488,49.75
3524-WQDSG,0,0,1,1,43,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.3,4209.95,0,0,2,1,1,0,True,False,False,False,1,0,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.345443554427222,95.68068181818181
0810-DHDBD,0,0,0,0,52,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Credit card (automatic),74.0,3877.65,0,1,1,1,0,1,False,True,False,False,1,0,1,0,1,1,1,0,1,37m+,3,0,high,2,1,8.263242433928468,73.16320754716982
4026-SKKHW,1,0,0,0,3,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.25,152.3,0,0,2,1,0,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0-12m,0,1,medium,1,0,5.0323967858777685,38.075
2829-HYVZP,1,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.8,572.2,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.351234695954017,19.073333333333334
8329-IBCTI,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,1,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.027715319407042,9.825
1271-SJBGZ,1,1,0,0,12,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,43.65,526.95,1,0,2,1,0,1,False,False,True,False,0,1,0,0,1,1,0,1,0,0-12m,0,1,medium,1,0,6.269001582252524,40.534615384615385
3845-JHAMY,0,0,1,1,16,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),35.5,552.7,0,0,2,1,0,1,False,True,False,False,1,0,0,0,0,0,0,1,0,13-24m,1,0,medium,1,0,6.316623023828922,32.51176470588236
7013-PSXHK,0,0,0,0,40,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,80.75,3208.65,0,1,1,1,0,1,False,False,False,True,0,0,0,0,1,1,1,1,1,37m+,3,0,high,2,1,8.07391717591148,78.25975609756098
5669-SRAIP,0,0,0,0,5,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,39.5,210.75,1,0,2,1,0,1,False,False,True,False,0,1,0,0,1,0,0,1,0,0-12m,0,1,medium,1,0,5.355406333532164,35.125
5981-ITEMU,1,0,1,0,40,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.1,3706.95,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,1,1,1,37m+,3,0,high,2,1,8.218234442236687,90.41341463414633
3486-NPGST,0,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,620.75,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.432538082683514,16.777027027027028
6941-PMGEP,0,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.0,412.5,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,0,0-12m,0,1,high,2,1,6.024657514463746,68.75
1624-WOIWJ,0,0,0,0,10,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.7,832.05,1,0,2,1,1,0,False,False,False,True,0,0,1,0,0,0,1,0,0,0-12m,0,1,high,2,1,6.725093664375078,75.64090909090909
2074-GKOWZ,1,0,1,1,2,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),89.55,185.55,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,1,1,0,0-12m,0,1,high,2,1,5.228699299667167,61.85
0376-YMCJC,1,0,0,0,23,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,1943.2,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,1,1,0,1,13-24m,1,0,high,2,1,7.572605860386969,80.96666666666667
6100-FJZDG,1,0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.05,505.9,0,1,1,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.228313745478304,18.737037037037037
4829-ZLJTK,0,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,112.4,8046.85,0,2,0,1,1,0,False,False,True,False,0,1,1,1,1,0,1,1,1,37m+,3,0,premium,3,1,8.993160253994853,110.23082191780823
1730-VFMWO,0,0,1,0,34,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.2,1815.3,0,0,2,1,0,1,True,False,False,False,1,0,0,0,0,1,0,0,0,25-36m,2,0,medium,1,0,7.504556743755398,51.86571428571428
7143-BQIBA,1,0,0,0,10,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),62.25,612.95,0,0,2,1,0,1,True,False,False,False,1,0,1,0,0,1,1,0,0,0-12m,0,1,medium,1,0,6.419913491606522,55.722727272727276
3800-LYTRK,0,0,0,0,14,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,55.7,795.15,0,1,1,1,0,1,False,False,False,True,0,0,1,0,0,1,0,0,0,13-24m,1,0,medium,1,0,6.679787610302435,53.01
0634-SZPQA,0,0,0,0,23,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),90.05,2169.8,1,0,2,1,1,0,True,False,False,False,1,0,1,0,0,0,1,0,1,13-24m,1,0,high,2,1,7.68285104218925,90.40833333333335
9646-NMHXE,1,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,973.1,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.88151396777691,20.272916666666667
7030-NJVDP,1,0,1,0,24,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.25,2210.2,0,0,2,1,1,0,False,False,True,False,0,1,1,0,0,1,0,1,0,13-24m,1,0,high,2,1,7.70129063357335,88.40799999999999
5536-RTPWK,1,0,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,4853.75,1,0,2,1,1,0,True,False,False,False,1,0,0,1,0,0,1,1,1,37m+,3,0,high,2,1,8.48771288609373,97.075
8883-GRDWQ,1,1,0,0,20,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,54.0,1055.9,0,1,1,1,0,1,False,False,False,True,0,0,1,0,0,1,0,0,0,13-24m,1,0,medium,1,0,6.963095374015301,50.280952380952385
6166-ILMNY,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.75,144.55,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,4.980519670191632,48.18333333333334
3097-NNSPB,0,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.05,91.1,1,0,2,1,0,1,False,True,False,False,1,0,0,1,0,0,0,0,0,0-12m,0,1,medium,1,0,4.522874943261261,30.366666666666664
7771-ZONAT,1,0,0,0,22,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),56.75,1304.85,0,2,0,1,0,1,True,False,False,False,1,0,0,0,1,1,1,1,0,13-24m,1,0,medium,1,0,7.17460944872248,56.73260869565217
0655-RBDUG,1,0,0,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.05,713.0,1,0,2,1,1,0,True,False,False,False,1,0,0,0,1,0,1,1,1,0-12m,0,1,high,2,1,6.570882962339584,89.125
2111-DWYHN,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.1,21.1,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.095577608523707,10.55
4194-WHFCB,0,0,1,1,59,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),96.65,5580.8,0,0,2,1,1,0,True,False,False,False,1,0,0,1,0,1,0,1,1,37m+,3,0,high,2,1,8.627266584002568,93.01333333333334
4121-AGSIN,0,0,1,1,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.5,1497.9,0,1,1,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.31248678473655,25.38813559322034
4361-BKAXE,0,0,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,1,0,2,1,1,0,True,False,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.418134996570434,107.79642857142856
9845-PEEKO,0,1,0,0,59,1,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),79.2,4590.35,0,2,0,1,1,0,False,True,False,False,1,0,0,1,0,0,0,0,1,37m+,3,0,high,2,1,8.431929377457534,76.50583333333334
0455-XFASS,0,0,1,1,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,200.2,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,5.304299438225584,50.05
0301-KOBTQ,1,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.422353707556304,18.61969696969697
1751-NCDLI,1,1,1,0,46,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.85,4564.9,0,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.426370925842464,97.12553191489361
4367-NUYAO,1,0,1,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,0.0,0,2,0,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,1,0-12m,0,1,low,0,0,0.0,0.0
9878-TNQGW,1,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.95,171.15,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,0,0-12m,0,1,high,2,1,5.148366189784533,57.050000000000004
9170-ARBTB,0,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,1012.4,0,1,1,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.921066293041809,19.10188679245283
4441-NIHPT,0,1,0,0,13,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.3,940.35,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,0,0,13-24m,1,0,high,2,1,6.847315015170721,67.16785714285714
8999-BOHSE,0,1,0,0,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,1,1,0,0-12m,0,1,high,2,1,6.955306580840359,87.30833333333334
7241-AJHFS,1,0,0,0,32,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),87.65,2766.4,0,0,2,1,1,0,True,False,False,False,1,0,1,0,0,1,0,0,1,25-36m,2,0,high,2,1,7.925663530235284,83.83030303030303
7029-RPUAV,1,1,1,0,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.45,1622.45,1,0,2,1,1,0,False,True,False,False,1,0,0,0,1,0,1,1,1,13-24m,1,0,high,2,1,7.392308793409265,90.13611111111112
4546-FOKWR,0,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.75,1129.35,0,0,2,1,1,0,False,True,False,False,1,0,0,0,0,0,0,0,1,13-24m,1,0,high,2,1,7.030282598261829,66.43235294117646
9036-CSKBW,0,0,0,0,51,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),107.45,5680.9,0,1,1,1,1,0,True,False,False,False,1,0,1,1,1,0,1,1,1,37m+,3,0,premium,3,1,8.645040962822444,109.24807692307692
5832-TRLPB,1,0,0,0,29,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),75.35,2243.9,0,1,1,1,0,1,True,False,False,False,1,0,0,0,1,1,1,1,0,25-36m,2,0,high,2,1,7.716416255754423,74.79666666666667
8590-YFFQO,1,0,1,0,70,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.95,4523.25,0,2,0,1,0,1,False,True,False,False,1,0,1,1,1,1,0,0,0,37m+,3,0,medium,1,0,8.417207096540311,63.70774647887324
8659-IOOPU,0,0,1,1,71,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Electronic check,100.45,7159.7,0,2,0,1,1,0,False,False,True,False,0,1,1,0,1,1,0,1,1,37m+,3,0,high,2,1,8.876363020539099,99.44027777777778
1338-CECEE,1,0,1,1,41,1,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),68.5,2839.95,0,1,1,1,0,1,True,False,False,False,1,0,0,1,1,0,1,0,1,37m+,3,0,medium,1,0,7.9518937822624975,67.61785714285713
7439-DKZTW,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,0,0,0-12m,0,1,high,2,1,4.401216329067023,40.275
4646-QZXTF,0,0,1,0,7,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.25,580.1,0,0,2,1,0,1,True,False,False,False,1,0,1,0,1,1,1,1,0,0-12m,0,1,high,2,1,6.36492285908106,72.5125
4607-CHPCA,1,0,1,1,25,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,90.4,2178.6,1,1,1,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,0,25-36m,2,0,high,2,1,7.686896652708943,83.79230769230769
9742-XOKTS,1,0,1,1,67,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,0,Electronic check,89.55,6038.55,0,1,1,1,1,0,False,False,True,False,0,1,1,1,0,1,0,0,1,37m+,3,0,high,2,1,8.706084784842092,88.80220588235295
6921-OZMFH,1,0,1,1,5,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.7,259.4,0,0,2,1,0,1,False,False,False,True,0,0,0,0,0,1,0,0,1,0-12m,0,1,medium,1,0,5.562218910334414,43.23333333333333
9578-FOMUK,1,0,0,1,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.8,324.15,0,0,2,0,0,0,False,False,True,False,0,1,0,0,0,0,0,0,1,13-24m,1,0,low,0,0,5.78428661431516,20.259375
4712-UYOOI,0,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,417.65,0,0,2,0,0,0,False,False,True,False,0,1,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,6.037035248650441,19.888095238095236
8824-RWFXJ,1,0,1,1,3,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,56.15,168.15,1,0,2,1,0,1,False,False,False,True,0,0,0,1,1,0,0,0,0,0-12m,0,1,medium,1,0,5.130785895226717,42.0375
7722-CVFXN,1,0,1,1,54,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,105.2,5637.85,0,1,1,1,1,0,False,False,True,False,0,1,0,1,0,1,1,1,1,37m+,3,0,premium,3,1,8.63743542299231,102.50636363636364
8717-VCTXJ,1,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.55,839.4,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.7338779689708455,19.52093023255814
7363-QTBIW,0,0,1,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.75,769.1,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,0,0-12m,0,1,high,2,1,6.6465203765452046,76.91
4159-NAAIX,0,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),97.45,6253.0,0,2,0,1,1,0,True,False,False,False,1,0,0,1,0,0,1,1,1,37m+,3,0,high,2,1,8.740976538017787,97.703125
0971-QIFJK,0,0,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.25,1641.8,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.404157382082404,23.454285714285714
9397-TZSHA,0,0,0,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.6,1678.05,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.425983436264869,23.972142857142856
3391-JSQEW,1,0,1,0,40,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,2058.5,0,0,2,1,0,1,False,False,False,True,0,0,0,1,0,0,0,0,0,37m+,3,0,medium,1,0,7.630218513876136,50.207317073170735
0343-QLUZP,1,0,0,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,0,2,0,1,0,1,True,False,False,False,1,0,1,1,1,0,0,0,0,37m+,3,0,medium,1,0,7.793792967685271,39.74590163934426
